Loyalty#,Customer Name,TotalLifetimeValue,alert
332471.0,Malcolm Poeppel,2719.51,no
332476.0,Fe Digiulio,8101.02,no
332482.0,Rolande Coggins,5747.27,no
332484.0,Nyla Kickel,9685.54,no
332486.0,Annabelle Carouthers,10036.54,no
332503.0,Janessa Blocker,8224.77,no
332526.0,Lourdes Gressler,2771.05,no
332535.0,Ella Fausett,2814.44,no
332540.0,Amparo Frankin,4974.8,no
332575.0,Briana Rennemeyer,8092.88,no
332593.0,Norman Likar,2471.44,no
332611.0,Hannelore Saneaux,14864.6,no
332617.0,Assunta Ruprecht,2395.57,no
332618.0,Lavinia Oblinski,7778.53,no
332637.0,Sherie Ricketson,8996.77,no
332668.0,Cathleen Mithani,8886.61,no
332669.0,Sherman Torreson,2451.54,no
332674.0,Charmain Saadd,7780.9,no
332676.0,Amos Mccamy,6582.29,no
332677.0,Charles Beiser,8028.9,no
332698.0,Madonna Hornlein,22018.26,no
332709.0,Milford Carris,8457.46,no
332711.0,Venice Lubinski,2879.51,no
332716.0,Werner Descoteau,7250.03,no
332733.0,Angelina Potenza,5380.9,no
332736.0,Joseph Style,3934.1,no
332755.0,Trudy Alescio,10297.3,no
332759.0,Leda Benulis,5645.51,no
332780.0,Babara Pavlo,2748.93,no
332801.0,Deann Langlais,5288.17,no
332806.0,Annabelle Toland,16982.04,no
332823.0,Walker Nawrocki,30532.96,no
332855.0,Jin Coupe,7739.55,no
332868.0,Kenyetta Piccioni,4898.67,no
332869.0,Tracey Gunnell,7616.24,no
332889.0,Nisha Schulder,5093.01,no
332925.0,Lynn Labonne,5811.92,no
332942.0,Candace Rufer,2483.54,no
332962.0,Ray Pecoraino,22332.44,no
332981.0,Gail Phaymany,8128.36,no
332982.0,Ofelia Bisges,16979.8,no
332983.0,Loren Petric,8958.04,no
333028.0,Jesusa Southwell,12741.85,no
333039.0,Hue Tavares,14246.15,no
333051.0,Raymond Manwill,51426.25,yes
333053.0,Sherise Andres,5285.08,no
333061.0,Stefani Malandra,2702.38,no
333064.0,Lisabeth Isacs,27783.48,no
333100.0,Victorina Genous,24337.38,no
333106.0,Glayds Eisnaugle,3314.55,no
333109.0,Vonda Vanous,2395.57,no
333123.0,Rey Ragusano,5757.44,no
333137.0,Priscila Delallo,18022.26,no
333174.0,Homer Engelke,7519.13,no
333176.0,Cole Roberta,2168.52,no
333198.0,Georgette Hovick,10014.06,no
333207.0,Elin Cendejas,2902.15,no
333212.0,Suzann Cadelina,6035.09,no
333213.0,Omega Deloge,9448.83,no
333244.0,Rafael Pellon,6556.1,no
333272.0,Claudette Wintringham,5897.99,no
333288.0,Curtis Shamel,5377.72,no
333295.0,Oda Mcauly,18544.3,no
333296.0,Hildegarde Leasy,5635.25,no
333329.0,Lamar Kabigting,9206.6,no
333383.0,Jaleesa Propper,7503.37,no
333386.0,Cassandra Almendarez,4571.51,no
333409.0,Kyle Alf,4146.41,no
333417.0,Jesus Rockford,2805.18,no
333451.0,Assunta Escort,11826.62,no
333455.0,Randee Libbey,7034.35,no
333457.0,Marlena Buth,4664.2,no
333467.0,Chantell Whiton,6044.02,no
333502.0,Shawnda Valladares,3891.58,no
333510.0,Latoyia Crickard,5154.76,no
333536.0,Beulah Rajala,21343.47,no
333541.0,Harrison Moretta,12269.42,no
333560.0,Terrance Giancola,5431.21,no
333595.0,Lan Viar,21237.510000000002,no
333621.0,Della Girvan,4692.17,no
333627.0,Garret Legge,5780.18,no
333640.0,Samuel Luchini,5854.14,no
333642.0,Marilee Lippy,12570.3,no
333644.0,Shoshana Tschetter,8717.05,no
333649.0,Cecilia Meisinger,8376.33,no
333654.0,Harold Gandolfi,9484.7,no
333658.0,Antonetta Taliaferro,2351.88,no
333670.0,Velda Kellan,5360.56,no
333680.0,Gwendolyn Begay,6291.66,no
333694.0,Bee Brinius,5706.74,no
333712.0,Carmella Drier,19160.99,no
333718.0,Wilbur Namm,29270.9,no
333748.0,Cheryll Moellers,8815.94,no
333763.0,Joie Tinney,5357.19,no
333765.0,Roni Bewig,12218.28,no
333772.0,Eustolia Boorom,4058.67,no
333773.0,Soila Peavler,2771.05,no
333799.0,Gay Kutil,13313.42,no
333824.0,Pok Minihan,2764.8,no
333825.0,Preston Cress,9671.98,no
333849.0,Florance Feldmeier,11971.98,no
333861.0,Kenisha Gettle,15737.62,no
333911.0,Shayna Traeger,9986.66,no
333916.0,Chantay Vuoso,5686.92,no
333921.0,Debra Dechant,2537.93,no
333937.0,Paige Ratermann,16468.22,no
333942.0,Angelyn Decourley,10140.46,no
333951.0,Trinh Gamelin,3605.97,no
333958.0,Caterina Salim,4151.55,no
334000.0,Duncan Eric,10525.710000000001,no
334003.0,Laree Tweedle,12508.21,no
334036.0,Laureen Winebrenner,3237.5,no
334052.0,Sammy Meinerding,15939.869999999999,no
334057.0,Mireille Mazzarella,17041.44,no
334069.0,Noelia Marzinske,7099.57,no
334142.0,Billie Bowlick,5711.38,no
334143.0,Keva Garzone,7873.71,no
334150.0,Garnett Lagoa,10676.59,no
334175.0,Ellsworth Pecukonis,4772.94,no
334192.0,Krystle Kohrt,14635.45,no
334200.0,Samuel Loatman,17579.76,no
334204.0,Lanette Handelsman,11191.68,no
334224.0,June Azeem,8467.37,no
334254.0,Milagro Caesar,10010.14,no
334255.0,Felicita Schutz,16786.170000000002,no
334273.0,Joe Stuhlsatz,5420.34,no
334290.0,Shelby Whaltey,9778.5,no
334319.0,Piper Stempien,4715.47,no
334324.0,Berna Hrivnak,14816.95,no
334329.0,Benton Buesgens,2725.36,no
334347.0,Lucinda Naffziger,3230.58,no
334359.0,Gita Borzea,4330.39,no
334364.0,Hayley Towson,26180.81,no
334367.0,Marlys Aries,4967.08,no
334376.0,Charles Trillas,8000.55,no
334387.0,Mabelle Westermeier,7805.31,no
334393.0,Breann Franey,2515.41,no
334406.0,Tajuana Bitter,2539.99,no
334437.0,Carolyne Ecoffey,37535.1,no
334454.0,Fred Cosen,19399.11,no
334465.0,Freeman Schau,5039.39,no
334477.0,Felecia Nascimento,3142.74,no
334478.0,Nana Trider,132051.5,yes
334482.0,Roxane Brassil,41787.9,no
334574.0,Cecile Cosley,5403.55,no
334575.0,Janean Boshes,7742.549999999999,no
334576.0,Tiffany Ghelfi,4882.29,no
334640.0,Jarred Betancourt,3839.61,no
334658.0,Jeffery Karol,2162.42,no
334662.0,Mercedez Bidner,4419.54,no
334666.0,Marci Snide,8062.55,no
334684.0,Rene Quiros,7318.36,no
334713.0,Concetta Rasheed,13712.89,no
334717.0,Jordan Billing,8291.66,no
334746.0,Edgardo Hillwig,7751.08,no
334777.0,Petrina Toone,64612.58,yes
334801.0,Lorina Nist,20370.77,no
334833.0,Burl Cima,3193.82,no
334843.0,Gerda Neborak,13995.66,no
334855.0,Tiffaney Strickland,12313.16,no
334868.0,Vena Closovschi,2847.97,no
334888.0,Sebrina Westfahl,2801.56,no
334893.0,Jackeline Batt,8261.34,no
334910.0,Roland Bogenschneide,8501.28,no
334945.0,Abe Daughety,3358.66,no
334961.0,Darwin Hulet,5207.64,no
334966.0,Richard Galler,4863.27,no
334967.0,Rosamaria Boahn,23581.0,no
334997.0,Vera Udicious,31346.28,no
335003.0,Pa Crenshaw,7233.54,no
335015.0,Bret Krivanek,20878.41,no
335031.0,Merlyn Wycuff,9656.76,no
335035.0,Terra Plant,12552.65,no
335047.0,Velda Blomgren,3861.49,no
335084.0,Milford Beahan,39561.08,no
335085.0,Crissy Goodwater,23705.1,no
335094.0,Genie Uzee,12255.12,no
335106.0,Janeen Teall,3861.49,no
335114.0,Frieda Randrup,7706.96,no
335124.0,Earl Helf,2897.28,no
335137.0,Zelda Sprott,4932.92,no
335139.0,Annetta Soulia,4861.37,no
335143.0,Zelma Beedoo,21766.83,no
335162.0,Ashely Greaves,9124.6,no
335164.0,Cassey Hollingworth,3679.14,no
335176.0,Phyllis Stepanski,17359.68,no
335178.0,Tad Hovanec,2722.99,no
335201.0,Georgine Noonon,22103.51,no
335231.0,Daren Rehnborg,14517.44,no
335246.0,Esmeralda Vinall,5895.11,no
335264.0,Margeret Lovely,2548.84,no
335269.0,Dawna Baton,10179.72,no
335283.0,Frances Massoud,2435.54,no
335306.0,Gordon Hamman,5957.7,no
335324.0,Laurinda Grech,8341.93,no
335342.0,Clair Pangilinan,15320.37,no
335365.0,Melania Anness,6685.8,no
335367.0,Clementina Baucum,5205.75,no
335369.0,Devona Haggarty,7463.34,no
335371.0,Clint Selmer,4899.98,no
335397.0,Janetta Pozo,3703.4,no
335421.0,Deandre Siva,16934.54,no
335434.0,Angeline Sporysz,3885.46,no
335449.0,Vertie Tlatenchi,8550.39,no
335495.0,Brandi Sleek,12817.58,no
335503.0,Orville Kuroda,41491.74,no
335512.0,Tegan Zavcedo,3311.16,no
335531.0,Russell Dair,7475.78,no
335545.0,Moira Thalheimer,21313.76,no
335554.0,Traci Maro,10626.58,no
335568.0,Aron Burn,20359.44,no
335579.0,Samara Behar,8609.16,no
335580.0,Karole Piganelli,17802.94,no
335632.0,Jere Guitierez,5799.06,no
335636.0,Bryon Lackie,8646.5,no
335659.0,Viola Conforti,8532.72,no
335661.0,Shad Stroik,8417.1,no
335671.0,Honey Dueck,5061.76,no
335712.0,Azucena Tirpak,5647.15,no
335721.0,Ina Hofman,10837.46,no
335755.0,Lisa Alfonso,4268.62,no
335788.0,Luann Mammoccio,10635.62,no
335790.0,Sunshine Bosley,13161.86,no
335803.0,Dewey Topper,7774.64,no
335821.0,Regan Leventhal,3096.51,no
335822.0,Jay Wiggers,4386.28,no
335839.0,Ahmad Guanio,4882.49,no
335852.0,Kiana Mcbrayer,9968.220000000001,no
335856.0,Sharon Sainato,5973.98,no
335863.0,Lannie Goldbach,5846.42,no
335872.0,Hilda Karmely,12684.94,no
335900.0,Lennie Maylone,4726.87,no
335920.0,Virgilio Demory,5638.15,no
335959.0,Dreama Rudge,14014.72,no
335964.0,Sandy Bettinger,11660.57,no
335983.0,Yung Virola,5166.19,no
336025.0,Fern Michalicek,14901.439999999999,no
336037.0,Terrell Saraniti,3059.43,no
336047.0,Theo Busbee,3528.04,no
336058.0,Krystle Leitzinger,7523.58,no
336071.0,Flor Cornacchio,12036.62,no
336076.0,Corinne Rosales,6358.94,no
336089.0,Olimpia Massella,9127.74,no
336112.0,Gloria Nimocks,14663.2,no
336124.0,Luana Rotman,31712.31,no
336127.0,Val Weisbaum,7150.23,no
336128.0,Keith Prewett,4953.09,no
336138.0,Stephanie Missey,2409.37,no
336139.0,Felton Spaide,3669.83,no
336141.0,Buddy Annis,5182.39,no
336143.0,Deandre Viator,10990.36,no
336152.0,Daphine Stillson,9268.67,no
336170.0,Ona Delsoin,10288.92,no
336238.0,Jetta Leya,12269.42,no
336247.0,Earnest Garland,40474.3,no
336271.0,Eartha Fesler,19925.18,no
336281.0,Andrea Cannizzo,11790.5,no
336282.0,Yang Morledge,3622.87,no
336287.0,Lakeesha Sowerby,2141.98,no
336297.0,Rae Swantek,7143.04,no
336331.0,Gina Kaczmarczyk,2449.13,no
336341.0,Sade Porrini,4709.52,no
336343.0,Tad Chuck,2523.65,no
336357.0,Reginia Barriault,8274.15,no
336372.0,Lorine Tenny,11202.28,no
336385.0,Hayden Freytag,13864.38,no
336419.0,Merna Hanthorn,7955.77,no
336451.0,Carolyne Dilly,29456.42,no
336469.0,Adan Torno,21365.52,no
336484.0,Marcus Gerock,10726.16,no
336506.0,Gale Aoki,7259.33,no
336528.0,Odette Pinero,2864.09,no
336539.0,Yahaira Dechert,5096.67,no
336541.0,Myrna Linebarger,2859.41,no
336665.0,Angelique Zumot,77022.45000000001,yes
336683.0,Wenona Peltz,2396.19,no
336722.0,Tracy Everett,36860.73,no
336724.0,Ashton Jerde,14970.29,no
336741.0,Jim Bumbalo,2582.19,no
336764.0,Chastity Deblauw,6827.18,no
336770.0,Neely Brunet,13883.710000000001,no
336771.0,Harriet Bosler,20275.65,no
336792.0,Rufus Dematteo,7114.4,no
336798.0,Noel Zike,11232.98,no
336802.0,Alysa Abelardo,7619.48,no
336809.0,Harriett Coiro,5557.93,no
336817.0,Graciela Abair,8382.48,no
336831.0,Buena Colpa,5799.4,no
336848.0,Hwa Crask,19727.0,no
336861.0,Sarina Stratis,4428.03,no
336876.0,Annelle Lamborne,5308.29,no
336878.0,Celsa Eames,2640.52,no
336882.0,Phil Tagalog,14767.92,no
336902.0,Carroll Chabez,23594.68,no
336962.0,Kam Addleman,17173.6,no
337025.0,Nadine Thidphy,6135.08,no
337029.0,Henry Tuttle,8570.849999999999,no
337050.0,Melina Landacre,5005.28,no
337061.0,Brian Prechtel,3683.79,no
337066.0,Adrian Helmke,2530.71,no
337080.0,Dane Abruzzo,6403.58,no
337096.0,Angelena Garacci,12812.44,no
337123.0,Clifford Sandus,8432.4,no
337148.0,Rossie Nuara,22332.44,no
337197.0,Hildegarde Ewers,24202.42,no
337202.0,Rachelle Tabb,11356.1,no
337210.0,Aileen Abilay,2435.32,no
337235.0,Latrisha Kissinger,3095.63,no
337243.0,Mamie Wilging,8256.3,no
337256.0,Mei Saneaux,34039.06,no
337260.0,Elyse Leuy,7613.19,no
337281.0,Junita Racine,7341.74,no
337341.0,Charity Karimi,2452.06,no
337359.0,Jazmin Macadam,3436.13,no
337397.0,Saturnina Dolak,4834.71,no
337399.0,Ferne Dopico,17965.7,no
337435.0,Tawnya Lyda,15227.42,no
337453.0,Toya Shiraishi,9011.13,no
337477.0,Linh Losier,10820.0,no
337488.0,Vincenza Virelli,8357.18,no
337506.0,Cletus Wapp,5377.91,no
337538.0,Jess Bakkum,4526.13,no
337550.0,Terica Pyer,2254.4,no
337551.0,Burton Konieczko,13268.79,no
337605.0,Zola Friesz,15119.56,no
337613.0,Shalanda Pietrafesa,42043.7,no
337650.0,Reynaldo Famiglietti,2827.56,no
337657.0,Jenae Achane,3436.13,no
337664.0,Lucille Cavalaris,4293.01,no
337671.0,Jung Frederick,12519.8,no
337678.0,Reggie Yarrington,6811.58,no
337689.0,Franchesca Kepp,3102.79,no
337695.0,Wilma Hadley,9969.24,no
337703.0,Janise Robinett,4502.68,no
337723.0,Hsiu Rosin,12128.37,no
337726.0,Robyn Emmons,6717.32,no
337731.0,Sherly Dimaio,3914.72,no
337760.0,Mafalda Lobos,5556.28,no
337762.0,Robbi Vasconcelos,6900.95,no
337812.0,Marshall Maisonet,5603.74,no
337815.0,Laurene Ohlhauser,4272.59,no
337818.0,Azalee Metott,20286.239999999998,no
337834.0,Sheryll Ayuso,25807.06,no
337837.0,Kasey Weissler,2248.45,no
337842.0,Lakeesha Meshew,7324.17,no
337849.0,Jason Servano,10487.74,no
337857.0,Marva Radilla,12846.45,no
337858.0,Yasuko Honigsberg,6271.32,no
337899.0,Sofia Guzewicz,33053.27,no
337909.0,Barrett Rutecki,5574.96,no
337925.0,Liana Legnon,7090.47,no
337932.0,Woodrow Leffingwell,25464.82,no
337945.0,Katharine Harker,5638.93,no
337961.0,Kina Opland,14448.48,no
337980.0,Gerry Malin,9155.24,no
337983.0,Laverne Maybee,8719.13,no
337987.0,Sheri Mellage,30154.68,no
337988.0,Danita Clammer,7948.54,no
337992.0,Magda Mclane,11940.78,no
338010.0,Jena Liberato,22721.47,no
338024.0,Shonda Arenas,4823.56,no
338059.0,Nana Roupe,16468.22,no
338069.0,Dan Hampson,7017.14,no
338091.0,Dexter Rothman,25311.06,no
338092.0,Nicholle Josefy,7955.44,no
338108.0,Nisha Keeny,34708.87,no
338123.0,Laurena Jaffy,10706.67,no
338125.0,Krysten Edwards,9011.76,no
338144.0,Randolph Marriner,17625.54,no
338158.0,Warren Cahalane,7176.33,no
338167.0,Kyle Davia,2661.73,no
338176.0,Jama Talsma,4064.11,no
338212.0,Dillon Mccallion,4754.65,no
338224.0,Alonzo Matalavage,26247.78,no
338225.0,Camie Mccalley,2356.07,no
338263.0,Roland Tortora,2702.69,no
338270.0,Asuncion Menzies,3962.83,no
338285.0,Erik Milch,7414.44,no
338287.0,Hildred Armstrong,8028.66,no
338291.0,Belva Picolet,14895.4,no
338295.0,Ivana Roatch,11385.36,no
338315.0,Elaina Kluck,22482.77,no
338340.0,Jeannetta Johnny,2442.2,no
338346.0,Curtis Zolman,6875.61,no
338355.0,Cara Kotte,22658.54,no
338368.0,Alana Castellani,15333.04,no
338377.0,Nevada Ceronsky,5033.39,no
338422.0,Agnes Sewell,13658.82,no
338468.0,Carmelina Gipple,2493.59,no
338512.0,Reginald Bredeweg,6423.74,no
338575.0,Gabriele Visconti,4322.24,no
338609.0,Retha Giannone,4344.52,no
338622.0,Leena Appleberry,16673.79,no
338623.0,Delmer Stribling,2557.59,no
338650.0,Latricia Nannini,8355.96,no
338653.0,Micheal Duceman,8170.62,no
338745.0,Marcie Wasmus,10097.69,no
338750.0,Antonetta Donahue,2545.52,no
338758.0,Marti Soron,2558.76,no
338786.0,Shaina Yarbro,4588.96,no
338796.0,Ferdinand Taubman,14439.8,no
338800.0,Joshua Sichler,40997.66,no
338803.0,Edna Kipka,10780.54,no
338808.0,Larraine Warsager,5934.74,no
338837.0,Alane Cosden,9338.46,no
338838.0,Serafina Vaneck,3136.08,no
338842.0,Ali Cushenberry,13384.28,no
338844.0,Sulema Gilham,4019.38,no
338856.0,Denna Mccausland,27776.29,no
338857.0,Lala Klitzing,23789.510000000002,no
338867.0,Cecil Odems,21480.82,no
338872.0,Cameron Castelluccio,3589.37,no
338875.0,Xiao Munshi,15805.36,no
338908.0,Otis Mattie,16167.08,no
338915.0,Iona Rayas,3107.59,no
338923.0,Diego Lhuillier,6470.54,no
338928.0,Catherine Benevento,44771.3,no
338964.0,Bettyann Schneeberger,9106.87,no
339005.0,Margo Hampel,2430.48,no
339063.0,Maria Gulati,3403.92,no
339064.0,Hallie Fingado,3600.93,no
339071.0,Samella Chicharello,7172.07,no
339074.0,Lanora Javery,23144.2,no
339098.0,Nakesha Partido,2863.04,no
339106.0,Miyoko Lyngholm,13887.12,no
339107.0,Mathew Swayzer,10409.3,no
339113.0,Phillis Vadlamudi,4362.93,no
339143.0,Olen Ogaldez,6633.14,no
339151.0,Victoria Treisch,15273.300000000001,no
339169.0,Marica Krebsbach,8991.12,no
339208.0,Tameka Spaugh,5497.66,no
339210.0,Man Modest,7812.89,no
339220.0,Nestor Degregorio,5633.52,no
339233.0,Young Vanhekken,5718.28,no
339248.0,Kathern Jeanpaul,5218.97,no
339274.0,Teodora Moening,8681.05,no
339280.0,Ciara Manzano,5907.08,no
339320.0,Valda Rickenbacker,6912.04,no
339350.0,Valentin Bighorse,14114.92,no
339371.0,Gene Christler,51611.02,yes
339401.0,Lura Vejar,4064.11,no
339409.0,Jacinta Lauseng,5706.96,no
339455.0,Shaniqua Torgersen,5480.07,no
339467.0,Nydia Kulow,6183.19,no
339472.0,Carylon Uson,4734.26,no
339519.0,Yvone Bohlander,5161.7,no
339528.0,Halley Mickens,15839.09,no
339531.0,Shena Froberg,4112.63,no
339534.0,Shelly Chelton,36516.05,no
339541.0,Jan Brackelsberg,8847.84,no
339573.0,Vernia Fulwood,34886.19,no
339583.0,Edda Dowler,5170.36,no
339586.0,Kareem Gzym,7950.18,no
339589.0,Barrie Stroik,5169.56,no
339617.0,Danielle Rizzio,8718.06,no
339620.0,Dante Tobiassen,3623.45,no
339623.0,Jerald Robbins,5553.19,no
339628.0,Carroll Bratek,2878.77,no
339629.0,Mignon Gagner,4505.4,no
339668.0,Lawana Pawlosky,4760.94,no
339689.0,Lily Crye,26369.64,no
339690.0,Kathe Joesph,4477.45,no
339716.0,Chae Silis,4103.85,no
339718.0,Florine Nollora,4971.73,no
339728.0,Laurena Brillhart,6537.05,no
339738.0,Bradford Chiappari,8804.58,no
339767.0,Catarina Noia,3683.79,no
339770.0,Desiree Mackert,10664.92,no
339796.0,Joannie Berczel,2499.5,no
339800.0,Vickie Ofarrell,2946.15,no
339814.0,Shanita Minkler,17771.55,no
339819.0,Skye Catrambone,5333.04,no
339827.0,Venetta Lamport,8564.77,no
339845.0,Jama Vanochten,4250.28,no
339869.0,Irene Baysinger,5453.71,no
339874.0,Claris Frangione,2585.56,no
339875.0,Delores Serro,9126.04,no
339880.0,Carroll Bichrest,68487.02,yes
339896.0,Fredric Gacad,5528.21,no
339909.0,Cordell Crantz,2453.57,no
339927.0,Nickole Boivin,8002.31,no
339941.0,Virgen Gums,6618.5,no
339955.0,Jacalyn Seamon,5827.41,no
340037.0,Stefania Tensley,5230.09,no
340056.0,Bradford Seekford,2470.44,no
340086.0,Kerry Juedes,7200.66,no
340106.0,Aleta Brant,6437.22,no
340147.0,Laurice Wolter,2543.0,no
340156.0,Katerine Chiavaroli,5206.76,no
340160.0,Whitney Stoltzfus,12940.02,no
340200.0,Eddie Hufford,5007.2,no
340232.0,Alex Bloomer,7276.34,no
340234.0,Renay Gergen,2375.0,no
340239.0,Inocencia Folkner,5245.68,no
340257.0,Pearlie Floth,11621.26,no
340277.0,Ariana Wheater,4063.33,no
340284.0,Alaine Delguercio,15680.34,no
340288.0,Hilario Atleh,8556.58,no
340307.0,Asley Waszkiewicz,6315.1,no
340345.0,Beatriz Landberg,17021.52,no
340358.0,Ouida Warzybok,3746.03,no
340365.0,Marguerita Valtierra,9672.44,no
340385.0,Maile Jeronimo,5439.36,no
340436.0,Casey Yusuf,6980.06,no
340466.0,Chaya Walke,4784.26,no
340467.0,Marti Hering,5439.36,no
340479.0,Ronnie Anez,10111.8,no
340492.0,Ardath Amore,2686.54,no
340519.0,Ira Malhotra,14377.22,no
340536.0,Dann Ravenel,5631.45,no
340549.0,Monet Theodoropoulo,14963.66,no
340554.0,Carolin Merino,8257.67,no
340567.0,Carlene Eddy,11816.78,no
340574.0,Yun Berryman,5332.1,no
340583.0,Myles Lanen,9080.28,no
340604.0,Julio Ruoff,13042.74,no
340638.0,Tambra Siemens,8360.15,no
340648.0,Wayne Deaguero,6861.75,no
340674.0,Shanti Pessoa,8509.24,no
340691.0,Preston Doebler,4713.4,no
340692.0,Ella Kozola,5646.32,no
340723.0,Joleen Pierpoint,2393.81,no
340736.0,Nelda Tape,6899.71,no
340742.0,Sanjuana Piercefield,10436.68,no
340770.0,Kelli Hrabovsky,5162.12,no
340782.0,Jerry Dontas,5918.33,no
340783.0,Nella Lengacher,8726.4,no
340802.0,Vonda Bonnie,20096.89,no
340823.0,Britt Stibbins,19327.87,no
340853.0,Sherell Lobalbo,10232.5,no
340874.0,Abe Mauller,26305.42,no
340875.0,Refugio Baese,14503.02,no
340878.0,Bari Hemp,5077.32,no
340881.0,Concepcion Weickum,12174.11,no
340924.0,Vertie Sabados,8783.17,no
340925.0,Carla Kintzer,6575.45,no
340927.0,Telma Zubrowski,14566.09,no
340931.0,Thalia Dager,32677.34,no
340934.0,Rhona Volner,9764.58,no
340955.0,Virginia Lukas,4773.69,no
340997.0,Laurene Bergeaux,8510.53,no
341013.0,Jeanelle Cecil,2505.42,no
341017.0,Maxine Cayce,5205.02,no
341019.0,Verla Lahm,13486.24,no
341034.0,Marcell Mauras,11923.75,no
341062.0,Ava Schaedler,5739.82,no
341075.0,Grisel Jarry,24561.54,no
341089.0,Laquita Divel,10110.96,no
341122.0,Charisse Malkiewicz,8237.04,no
341124.0,Connie Kohan,2429.6,no
341135.0,Conception Lepera,5823.16,no
341139.0,Isa Dunham,13118.74,no
341153.0,Cristina Pezina,5232.45,no
341169.0,Mary Schomacker,13021.09,no
341185.0,Lovetta Steudeman,15415.62,no
341193.0,Ivy Fichera,10442.45,no
341198.0,Andra Bogema,4340.09,no
341272.0,Miguel Osberg,3118.93,no
341273.0,Dewitt Briddell,49769.13,no
341302.0,An Kaan,21712.36,no
341303.0,Virgie Crocitto,8421.52,no
341321.0,Cammie Cubano,6005.85,no
341326.0,Ji Faulisi,3221.79,no
341348.0,Annamae Pawlak,4244.47,no
341357.0,Audrea Oviatt,6921.0,no
341368.0,Neida Kilbourne,14677.26,no
341395.0,Brent Faubion,6670.85,no
341446.0,Maryln Ogle,10669.56,no
341452.0,Jasmine Austgen,2413.89,no
341470.0,Paula Ludvik,19634.06,no
341490.0,Gilberte Gyllensten,4538.12,no
341542.0,Kaleigh Hansell,17759.58,no
341549.0,Isabel Clarkin,14285.240000000002,no
341568.0,Wilbur Coolman,6947.52,no
341594.0,Maire Logel,4187.78,no
341599.0,Zita Sperber,8804.54,no
341602.0,Renate Angeloro,2557.59,no
341640.0,Ali Rua,5977.41,no
341650.0,Katy Iseman,9859.1,no
341659.0,Delois Villaman,7924.349999999999,no
341691.0,Jean Bahm,9030.36,no
341694.0,Nguyet Bozych,9052.95,no
341699.0,Junko Diedrich,20943.239999999998,no
341702.0,Desiree Toca,20708.33,no
341707.0,Madelaine Kisicki,9618.31,no
341724.0,Lacie Dehass,12067.46,no
341725.0,Eldridge Maceachern,7462.93,no
341728.0,Jane Fedorko,17256.6,no
341733.0,Shawnta Bruski,11009.13,no
341773.0,Ross Benya,8732.09,no
341810.0,Tanja Heidenescher,4377.32,no
341832.0,Dara Mordhorst,4387.31,no
341840.0,Dwain Spearman,3286.17,no
341856.0,Kenda Wollenberg,7920.11,no
341861.0,Cecile Shaikh,2702.69,no
341867.0,Isis Schnepf,5274.2,no
341889.0,Orval Hartstein,5425.66,no
341892.0,Magdalene Baltzer,3590.69,no
341897.0,Esmeralda Scroggin,8232.76,no
341904.0,Daniele Obanner,2254.4,no
341907.0,Larae Santoriella,5211.2,no
341917.0,Adrian Guiab,3433.82,no
341932.0,Alyson Seratt,8286.96,no
341938.0,Monte Weissbrodt,5757.44,no
341940.0,Magda Jeannette,16512.6,no
341942.0,Kent Bennet,42411.69,no
341985.0,Tod Cornella,20609.31,no
342007.0,Ok Fernades,4897.98,no
342024.0,Minnie Condron,4909.84,no
342039.0,Jae Batterman,67907.27,yes
342044.0,Beatrice Rashdi,3308.0,no
342051.0,France Angello,17816.68,no
342057.0,Kermit Fellon,32467.66,no
342060.0,Alona Barlowe,8641.05,no
342062.0,Janean Winley,12596.36,no
342102.0,Tasia Knabb,16372.62,no
342120.0,Lorriane Pervine,3746.75,no
342130.0,Allyn Corron,2551.23,no
342143.0,Erica Lorusso,26248.5,no
342156.0,Sherrill Souvannavong,2650.62,no
342170.0,Rudy Shimanuki,3600.93,no
342208.0,Joseph Karczewski,11194.24,no
342238.0,Laverne Samit,8501.28,no
342250.0,Zena Comunale,16244.699999999999,no
342273.0,Tad Kleftogiannis,21313.76,no
342277.0,Argelia Hang,20764.76,no
342329.0,Lyman Plaza,14866.45,no
342330.0,Reina Legro,18688.31,no
342395.0,Elissa Rabsatt,6439.33,no
342407.0,Ken Mcnamee,14327.6,no
342425.0,Leena Hommer,4520.34,no
342435.0,Roselle Claire,9661.1,no
342443.0,Kelli Egger,3432.96,no
342483.0,Terrance Kovacs,23706.11,no
342501.0,Kaley Devere,15218.18,no
342526.0,Lakeesha Maleck,15114.4,no
342527.0,Winston Fassett,2472.25,no
342547.0,Starla Costa,2872.67,no
342554.0,Akiko Zangger,2195.3,no
342569.0,Blair Cheely,13829.78,no
342570.0,Nathalie Sietsma,35022.45,no
342583.0,Dulce Stoke,9175.17,no
342586.0,Kristle Vandenburgh,4819.18,no
342601.0,Ramonita Lampros,32317.03,no
342627.0,Esta Fromberg,46209.95,no
342651.0,Hyacinth Herriman,3942.92,no
342679.0,Reta Lowell,4652.89,no
342703.0,Erik Grandy,8256.3,no
342707.0,Krystina Klaameyer,19582.47,no
342725.0,Faye Mahnke,2471.53,no
342732.0,Claire Halberstam,8663.36,no
342738.0,Kacey Tillotson,5028.84,no
342742.0,Moriah Kushaney,4975.17,no
342766.0,Bridgette Cokley,13024.13,no
342803.0,Lilliam Hinsch,5935.82,no
342821.0,Consuelo Navarette,2751.25,no
342836.0,Dong Thomes,4909.03,no
